Logical Clock; Device Time; Event Code; Signal; Info; Segment Id; Event Code Id; Device Id; Signal Id
60; 2020-01-01 00:44:59; Level; Bergman extended minimal model - IOB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {9CDDC004-12CA-4380-96FF-8319A8CE79A8}
61; 2020-01-01 00:44:59; Level; Bergman extended minimal model - Insulin activity; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {755CFD08-2B12-43B6-A455-58061568446E}
62; 2020-01-01 00:44:59; Level; Bergman extended minimal model - COB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {3BD439F0-8B5A-4004-9B70-24E5E2523B7A}
63; 2020-01-01 00:49:59; Level; Bergman extended minimal model - interstitial fluid; 3.9647; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {582CFE11-68B9-4E5E-B50B-1978C077A84E}
64; 2020-01-01 00:49:59; Level; Bergman extended minimal model - blood; 3.6572; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {E1CD07EF-B079-4911-B79B-D203486101C8}
65; 2020-01-01 00:49:59; Level; Bergman extended minimal model - basal insulin; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {FC556839-D6C0-4646-A346-0821D25F7E29}
66; 2020-01-01 00:49:59; Level; Bergman extended minimal model - IOB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {9CDDC004-12CA-4380-96FF-8319A8CE79A8}
67; 2020-01-01 00:49:59; Level; Bergman extended minimal model - Insulin activity; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {755CFD08-2B12-43B6-A455-58061568446E}
68; 2020-01-01 00:49:59; Level; Bergman extended minimal model - COB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {3BD439F0-8B5A-4004-9B70-24E5E2523B7A}
69; 2020-01-01 00:54:59; Level; Bergman extended minimal model - interstitial fluid; 3.89179; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {582CFE11-68B9-4E5E-B50B-1978C077A84E}
70; 2020-01-01 00:54:59; Level; Bergman extended minimal model - blood; 3.6853; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {E1CD07EF-B079-4911-B79B-D203486101C8}
71; 2020-01-01 00:54:59; Level; Bergman extended minimal model - basal insulin; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {FC556839-D6C0-4646-A346-0821D25F7E29}
72; 2020-01-01 00:54:59; Level; Bergman extended minimal model - IOB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {9CDDC004-12CA-4380-96FF-8319A8CE79A8}
73; 2020-01-01 00:54:59; Level; Bergman extended minimal model - Insulin activity; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {755CFD08-2B12-43B6-A455-58061568446E}
74; 2020-01-01 00:54:59; Level; Bergman extended minimal model - COB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {3BD439F0-8B5A-4004-9B70-24E5E2523B7A}
75; 2020-01-01 00:59:59; Level; Bergman extended minimal model - interstitial fluid; 3.83075; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {582CFE11-68B9-4E5E-B50B-1978C077A84E}
76; 2020-01-01 00:59:59; Level; Bergman extended minimal model - blood; 3.71598; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {E1CD07EF-B079-4911-B79B-D203486101C8}
77; 2020-01-01 00:59:59; Level; Bergman extended minimal model - basal insulin; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {FC556839-D6C0-4646-A346-0821D25F7E29}
78; 2020-01-01 00:59:59; Level; Bergman extended minimal model - IOB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {9CDDC004-12CA-4380-96FF-8319A8CE79A8}
79; 2020-01-01 00:59:59; Level; Bergman extended minimal model - Insulin activity; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {755CFD08-2B12-43B6-A455-58061568446E}
80; 2020-01-01 00:59:59; Level; Bergman extended minimal model - COB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {3BD439F0-8B5A-4004-9B70-24E5E2523B7A}
81; 2020-01-01 01:04:59; Level; Bergman extended minimal model - interstitial fluid; 3.78041; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {582CFE11-68B9-4E5E-B50B-1978C077A84E}
82; 2020-01-01 01:04:59; Level; Bergman extended minimal model - blood; 3.74874; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {E1CD07EF-B079-4911-B79B-D203486101C8}
83; 2020-01-01 01:04:59; Level; Bergman extended minimal model - basal insulin; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {FC556839-D6C0-4646-A346-0821D25F7E29}
84; 2020-01-01 01:04:59; Level; Bergman extended minimal model - IOB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {9CDDC004-12CA-4380-96FF-8319A8CE79A8}
85; 2020-01-01 01:04:59; Level; Bergman extended minimal model - Insulin activity; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {755CFD08-2B12-43B6-A455-58061568446E}
86; 2020-01-01 01:04:59; Level; Bergman extended minimal model - COB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {3BD439F0-8B5A-4004-9B70-24E5E2523B7A}
87; 2020-01-01 01:09:59; Level; Bergman extended minimal model - interstitial fluid; 3.73971; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {582CFE11-68B9-4E5E-B50B-1978C077A84E}
88; 2020-01-01 01:09:59; Level; Bergman extended minimal model - blood; 3.78313; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {E1CD07EF-B079-4911-B79B-D203486101C8}
89; 2020-01-01 01:09:59; Level; Bergman extended minimal model - basal insulin; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {FC556839-D6C0-4646-A346-0821D25F7E29}
90; 2020-01-01 01:09:59; Level; Bergman extended minimal model - IOB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {9CDDC004-12CA-4380-96FF-8319A8CE79A8}
91; 2020-01-01 01:09:59; Level; Bergman extended minimal model - Insulin activity; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {755CFD08-2B12-43B6-A455-58061568446E}
92; 2020-01-01 01:09:59; Level; Bergman extended minimal model - COB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {3BD439F0-8B5A-4004-9B70-24E5E2523B7A}
93; 2020-01-01 01:14:59; Level; Bergman extended minimal model - interstitial fluid; 3.70762; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {582CFE11-68B9-4E5E-B50B-1978C077A84E}
94; 2020-01-01 01:14:59; Level; Bergman extended minimal model - blood; 3.81877; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {E1CD07EF-B079-4911-B79B-D203486101C8}
95; 2020-01-01 01:14:59; Level; Bergman extended minimal model - basal insulin; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {FC556839-D6C0-4646-A346-0821D25F7E29}
96; 2020-01-01 01:14:59; Level; Bergman extended minimal model - IOB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {9CDDC004-12CA-4380-96FF-8319A8CE79A8}
97; 2020-01-01 01:14:59; Level; Bergman extended minimal model - Insulin activity; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {755CFD08-2B12-43B6-A455-58061568446E}
98; 2020-01-01 01:14:59; Level; Bergman extended minimal model - COB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {3BD439F0-8B5A-4004-9B70-24E5E2523B7A}
99; 2020-01-01 01:19:59; Level; Bergman extended minimal model - interstitial fluid; 3.68325; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {582CFE11-68B9-4E5E-B50B-1978C077A84E}
100; 2020-01-01 01:19:59; Level; Bergman extended minimal model - blood; 3.85535; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {E1CD07EF-B079-4911-B79B-D203486101C8}
101; 2020-01-01 01:19:59; Level; Bergman extended minimal model - basal insulin; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {FC556839-D6C0-4646-A346-0821D25F7E29}
102; 2020-01-01 01:19:59; Level; Bergman extended minimal model - IOB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {9CDDC004-12CA-4380-96FF-8319A8CE79A8}
103; 2020-01-01 01:19:59; Level; Bergman extended minimal model - Insulin activity; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {755CFD08-2B12-43B6-A455-58061568446E}
104; 2020-01-01 01:19:59; Level; Bergman extended minimal model - COB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {3BD439F0-8B5A-4004-9B70-24E5E2523B7A}
105; 2020-01-01 01:24:59; Level; Bergman extended minimal model - interstitial fluid; 3.66574; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {582CFE11-68B9-4E5E-B50B-1978C077A84E}
106; 2020-01-01 01:24:59; Level; Bergman extended minimal model - blood; 3.89258; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {E1CD07EF-B079-4911-B79B-D203486101C8}
107; 2020-01-01 01:24:59; Level; Bergman extended minimal model - basal insulin; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {FC556839-D6C0-4646-A346-0821D25F7E29}
108; 2020-01-01 01:24:59; Level; Bergman extended minimal model - IOB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {9CDDC004-12CA-4380-96FF-8319A8CE79A8}
109; 2020-01-01 01:24:59; Level; Bergman extended minimal model - Insulin activity; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {755CFD08-2B12-43B6-A455-58061568446E}
110; 2020-01-01 01:24:59; Level; Bergman extended minimal model - COB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {3BD439F0-8B5A-4004-9B70-24E5E2523B7A}
111; 2020-01-01 01:29:59; Level; Bergman extended minimal model - interstitial fluid; 3.65434; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {582CFE11-68B9-4E5E-B50B-1978C077A84E}
112; 2020-01-01 01:29:59; Level; Bergman extended minimal model - blood; 3.93023; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {E1CD07EF-B079-4911-B79B-D203486101C8}
113; 2020-01-01 01:29:59; Level; Bergman extended minimal model - basal insulin; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {FC556839-D6C0-4646-A346-0821D25F7E29}
114; 2020-01-01 01:29:59; Level; Bergman extended minimal model - IOB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {9CDDC004-12CA-4380-96FF-8319A8CE79A8}
115; 2020-01-01 01:29:59; Level; Bergman extended minimal model - Insulin activity; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {755CFD08-2B12-43B6-A455-58061568446E}
116; 2020-01-01 01:29:59; Level; Bergman extended minimal model - COB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {3BD439F0-8B5A-4004-9B70-24E5E2523B7A}
117; 2020-01-01 01:34:59; Level; Bergman extended minimal model - interstitial fluid; 3.64834; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {582CFE11-68B9-4E5E-B50B-1978C077A84E}
118; 2020-01-01 01:34:59; Level; Bergman extended minimal model - blood; 3.9681; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {E1CD07EF-B079-4911-B79B-D203486101C8}
119; 2020-01-01 01:34:59; Level; Bergman extended minimal model - basal insulin; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {FC556839-D6C0-4646-A346-0821D25F7E29}
120; 2020-01-01 01:34:59; Level; Bergman extended minimal model - IOB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {9CDDC004-12CA-4380-96FF-8319A8CE79A8}
121; 2020-01-01 01:34:59; Level; Bergman extended minimal model - Insulin activity; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {755CFD08-2B12-43B6-A455-58061568446E}
122; 2020-01-01 01:34:59; Level; Bergman extended minimal model - COB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {3BD439F0-8B5A-4004-9B70-24E5E2523B7A}
123; 2020-01-01 01:39:59; Level; Bergman extended minimal model - interstitial fluid; 3.6471; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {582CFE11-68B9-4E5E-B50B-1978C077A84E}
124; 2020-01-01 01:39:59; Level; Bergman extended minimal model - blood; 4.00602; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {E1CD07EF-B079-4911-B79B-D203486101C8}
125; 2020-01-01 01:39:59; Level; Bergman extended minimal model - basal insulin; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {FC556839-D6C0-4646-A346-0821D25F7E29}
126; 2020-01-01 01:39:59; Level; Bergman extended minimal model - IOB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {9CDDC004-12CA-4380-96FF-8319A8CE79A8}
127; 2020-01-01 01:39:59; Level; Bergman extended minimal model - Insulin activity; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {755CFD08-2B12-43B6-A455-58061568446E}
128; 2020-01-01 01:39:59; Level; Bergman extended minimal model - COB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {3BD439F0-8B5A-4004-9B70-24E5E2523B7A}
129; 2020-01-01 01:44:59; Level; Bergman extended minimal model - interstitial fluid; 3.65005; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {582CFE11-68B9-4E5E-B50B-1978C077A84E}
130; 2020-01-01 01:44:59; Level; Bergman extended minimal model - blood; 4.04384; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {E1CD07EF-B079-4911-B79B-D203486101C8}
131; 2020-01-01 01:44:59; Level; Bergman extended minimal model - basal insulin; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {FC556839-D6C0-4646-A346-0821D25F7E29}
132; 2020-01-01 01:44:59; Level; Bergman extended minimal model - IOB; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {9CDDC004-12CA-4380-96FF-8319A8CE79A8}
133; 2020-01-01 01:44:59; Level; Bergman extended minimal model - Insulin activity; 0; 8; 2; {8114B2A6-B4B2-4C8D-A029-625CBDB682EF}; {755CFD08-2B12-43B6-A455-58061568446E}
