Logical Clock; Device Time; Event Code; Signal; Info; Segment Id; Event Code Id; Device Id; Signal Id;
1317; 2020-11-11 08:28:08; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1380; 2020-11-11 09:13:08; Level; UVa/Padova S2013 - Delivered insulin; 0.166667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1381; 2020-11-11 09:13:08; Level; Blood glucose; 7.6856; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
1384; 2020-11-11 09:13:08; Level; requested insulin basal rate; 2; 0; 2; {14A25F4C-E1B1-85C4-1274-9A0D11E09813}; {B5897BBD-1E32-408A-A0D5-C5BFECF447D9}
1385; 2020-11-11 09:13:08; Level; Interstitial glucose; 7.68798; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
1386; 2020-11-11 09:13:08; Level; delivered insulin basal rate; 2; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {BF88A8CB-1290-4477-A2CF-BDD06DF628AB}
1387; 2020-11-11 09:18:08; Level; UVa/Padova S2013 - Delivered insulin; 0.166667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1388; 2020-11-11 09:18:08; Level; Blood glucose; 7.6835; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
1391; 2020-11-11 09:18:08; Level; requested insulin basal rate; 2; 0; 2; {14A25F4C-E1B1-85C4-1274-9A0D11E09813}; {B5897BBD-1E32-408A-A0D5-C5BFECF447D9}
1392; 2020-11-11 09:18:08; Level; Interstitial glucose; 7.6868; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
1393; 2020-11-11 09:18:08; Level; delivered insulin basal rate; 2; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {BF88A8CB-1290-4477-A2CF-BDD06DF628AB}
1394; 2020-11-11 09:23:08; Level; UVa/Padova S2013 - Delivered insulin; 0.166667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1395; 2020-11-11 09:23:08; Level; Blood glucose; 7.68082; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
1398; 2020-11-11 09:23:08; Level; requested insulin basal rate; 2; 0; 2; {14A25F4C-E1B1-85C4-1274-9A0D11E09813}; {B5897BBD-1E32-408A-A0D5-C5BFECF447D9}
1399; 2020-11-11 09:23:08; Level; Interstitial glucose; 7.68522; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
1400; 2020-11-11 09:23:08; Level; delivered insulin basal rate; 2; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {BF88A8CB-1290-4477-A2CF-BDD06DF628AB}
1401; 2020-11-11 09:28:08; Level; UVa/Padova S2013 - Delivered insulin; 0.166667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1402; 2020-11-11 09:28:08; Level; Blood glucose; 7.6775; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
1405; 2020-11-11 09:28:08; Level; requested insulin basal rate; 2; 0; 2; {14A25F4C-E1B1-85C4-1274-9A0D11E09813}; {B5897BBD-1E32-408A-A0D5-C5BFECF447D9}
1406; 2020-11-11 09:28:08; Level; Interstitial glucose; 7.68316; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
1407; 2020-11-11 09:28:08; Level; delivered insulin basal rate; 2; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {BF88A8CB-1290-4477-A2CF-BDD06DF628AB}
1408; 2020-11-11 09:33:08; Level; UVa/Padova S2013 - Delivered insulin; 0.166667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1409; 2020-11-11 09:33:08; Level; Blood glucose; 7.67349; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
1412; 2020-11-11 09:33:08; Level; requested insulin basal rate; 2; 0; 2; {14A25F4C-E1B1-85C4-1274-9A0D11E09813}; {B5897BBD-1E32-408A-A0D5-C5BFECF447D9}
1413; 2020-11-11 09:33:08; Level; Interstitial glucose; 7.68056; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
1414; 2020-11-11 09:33:08; Level; delivered insulin basal rate; 2; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {BF88A8CB-1290-4477-A2CF-BDD06DF628AB}
1415; 2020-11-11 09:38:08; Level; UVa/Padova S2013 - Delivered insulin; 0.166667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1416; 2020-11-11 09:38:08; Level; Blood glucose; 7.66876; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
1419; 2020-11-11 09:38:08; Level; requested insulin basal rate; 2; 0; 2; {14A25F4C-E1B1-85C4-1274-9A0D11E09813}; {B5897BBD-1E32-408A-A0D5-C5BFECF447D9}
1420; 2020-11-11 09:38:08; Level; Interstitial glucose; 7.67736; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
1421; 2020-11-11 09:38:08; Level; delivered insulin basal rate; 2; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {BF88A8CB-1290-4477-A2CF-BDD06DF628AB}
1422; 2020-11-11 09:43:08; Level; UVa/Padova S2013 - Delivered insulin; 0.166667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1423; 2020-11-11 09:43:08; Level; Blood glucose; 7.66324; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
1426; 2020-11-11 09:43:08; Level; requested insulin basal rate; 2; 0; 2; {14A25F4C-E1B1-85C4-1274-9A0D11E09813}; {B5897BBD-1E32-408A-A0D5-C5BFECF447D9}
1427; 2020-11-11 09:43:08; Level; Interstitial glucose; 7.67351; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
1428; 2020-11-11 09:43:08; Level; delivered insulin basal rate; 2; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {BF88A8CB-1290-4477-A2CF-BDD06DF628AB}
1429; 2020-11-11 09:48:08; Level; UVa/Padova S2013 - Delivered insulin; 0.166667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1430; 2020-11-11 09:48:08; Level; Blood glucose; 7.65692; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
1433; 2020-11-11 09:48:08; Level; requested insulin basal rate; 2; 0; 2; {14A25F4C-E1B1-85C4-1274-9A0D11E09813}; {B5897BBD-1E32-408A-A0D5-C5BFECF447D9}
1434; 2020-11-11 09:48:08; Level; Interstitial glucose; 7.66897; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
1435; 2020-11-11 09:48:08; Level; delivered insulin basal rate; 2; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {BF88A8CB-1290-4477-A2CF-BDD06DF628AB}
1436; 2020-11-11 09:53:08; Level; UVa/Padova S2013 - Delivered insulin; 0.166667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1437; 2020-11-11 09:53:08; Level; Blood glucose; 7.64977; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
1440; 2020-11-11 09:53:08; Level; requested insulin basal rate; 2; 0; 2; {14A25F4C-E1B1-85C4-1274-9A0D11E09813}; {B5897BBD-1E32-408A-A0D5-C5BFECF447D9}
1441; 2020-11-11 09:53:08; Level; Interstitial glucose; 7.66369; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
1442; 2020-11-11 09:53:08; Level; delivered insulin basal rate; 2; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {BF88A8CB-1290-4477-A2CF-BDD06DF628AB}
1443; 2020-11-11 09:58:08; Level; UVa/Padova S2013 - Delivered insulin; 0.166667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1444; 2020-11-11 09:58:08; Level; Blood glucose; 7.64176; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
1447; 2020-11-11 09:58:08; Level; requested insulin basal rate; 2; 0; 2; {14A25F4C-E1B1-85C4-1274-9A0D11E09813}; {B5897BBD-1E32-408A-A0D5-C5BFECF447D9}
1448; 2020-11-11 09:58:08; Level; Interstitial glucose; 7.65764; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
1449; 2020-11-11 09:58:08; Level; delivered insulin basal rate; 2; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {BF88A8CB-1290-4477-A2CF-BDD06DF628AB}
1450; 2020-11-11 10:03:08; Level; UVa/Padova S2013 - Delivered insulin; 0.166667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1451; 2020-11-11 10:03:08; Level; Blood glucose; 7.63288; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
1454; 2020-11-11 10:03:08; Level; requested insulin basal rate; 2; 0; 2; {14A25F4C-E1B1-85C4-1274-9A0D11E09813}; {B5897BBD-1E32-408A-A0D5-C5BFECF447D9}
1455; 2020-11-11 10:03:08; Level; Interstitial glucose; 7.65079; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
1456; 2020-11-11 10:03:08; Level; delivered insulin basal rate; 2; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {BF88A8CB-1290-4477-A2CF-BDD06DF628AB}
1457; 2020-11-11 10:08:08; Level; UVa/Padova S2013 - Delivered insulin; 0.166667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1458; 2020-11-11 10:08:08; Level; Blood glucose; 7.62313; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
1461; 2020-11-11 10:08:08; Level; requested insulin basal rate; 2; 0; 2; {14A25F4C-E1B1-85C4-1274-9A0D11E09813}; {B5897BBD-1E32-408A-A0D5-C5BFECF447D9}
1462; 2020-11-11 10:08:08; Level; Interstitial glucose; 7.64311; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
1463; 2020-11-11 10:08:08; Level; delivered insulin basal rate; 2; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {BF88A8CB-1290-4477-A2CF-BDD06DF628AB}
1464; 2020-11-11 10:13:08; Level; UVa/Padova S2013 - Delivered insulin; 0.166667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1465; 2020-11-11 10:13:08; Level; Blood glucose; 7.61248; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
1468; 2020-11-11 10:13:08; Level; requested insulin basal rate; 2; 0; 2; {14A25F4C-E1B1-85C4-1274-9A0D11E09813}; {B5897BBD-1E32-408A-A0D5-C5BFECF447D9}
1469; 2020-11-11 10:13:08; Level; Interstitial glucose; 7.63459; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
1470; 2020-11-11 10:13:08; Level; delivered insulin basal rate; 2; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {BF88A8CB-1290-4477-A2CF-BDD06DF628AB}
1471; 2020-11-11 10:18:08; Level; UVa/Padova S2013 - Delivered insulin; 0.166667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1472; 2020-11-11 10:18:08; Level; Blood glucose; 7.60096; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
1475; 2020-11-11 10:18:08; Level; requested insulin basal rate; 2; 0; 2; {14A25F4C-E1B1-85C4-1274-9A0D11E09813}; {B5897BBD-1E32-408A-A0D5-C5BFECF447D9}
1476; 2020-11-11 10:18:08; Level; Interstitial glucose; 7.62522; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
1477; 2020-11-11 10:18:08; Level; delivered insulin basal rate; 2; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {BF88A8CB-1290-4477-A2CF-BDD06DF628AB}
1478; 2020-11-11 10:23:08; Level; UVa/Padova S2013 - Delivered insulin; 0.166667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1479; 2020-11-11 10:23:08; Level; Blood glucose; 7.58855; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
1482; 2020-11-11 10:23:08; Level; requested insulin basal rate; 2; 0; 2; {14A25F4C-E1B1-85C4-1274-9A0D11E09813}; {B5897BBD-1E32-408A-A0D5-C5BFECF447D9}
1483; 2020-11-11 10:23:08; Level; Interstitial glucose; 7.61497; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
1484; 2020-11-11 10:23:08; Level; delivered insulin basal rate; 2; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {BF88A8CB-1290-4477-A2CF-BDD06DF628AB}
1485; 2020-11-11 10:28:08; Level; UVa/Padova S2013 - Delivered insulin; 0.166667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1486; 2020-11-11 10:28:08; Level; Blood glucose; 7.57527; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
1489; 2020-11-11 10:28:08; Level; requested insulin basal rate; 2; 0; 2; {14A25F4C-E1B1-85C4-1274-9A0D11E09813}; {B5897BBD-1E32-408A-A0D5-C5BFECF447D9}
1490; 2020-11-11 10:28:08; Level; Interstitial glucose; 7.60386; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
1491; 2020-11-11 10:28:08; Level; delivered insulin basal rate; 2; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {BF88A8CB-1290-4477-A2CF-BDD06DF628AB}
1492; 2020-11-11 10:33:08; Level; UVa/Padova S2013 - Delivered insulin; 0.166667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1493; 2020-11-11 10:33:08; Level; Blood glucose; 7.56113; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
1496; 2020-11-11 10:33:08; Level; requested insulin basal rate; 2; 0; 2; {14A25F4C-E1B1-85C4-1274-9A0D11E09813}; {B5897BBD-1E32-408A-A0D5-C5BFECF447D9}
1497; 2020-11-11 10:33:08; Level; Interstitial glucose; 7.59188; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
1498; 2020-11-11 10:33:08; Level; delivered insulin basal rate; 2; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {BF88A8CB-1290-4477-A2CF-BDD06DF628AB}
1499; 2020-11-11 10:38:08; Level; UVa/Padova S2013 - Delivered insulin; 0.166667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
1500; 2020-11-11 10:38:08; Level; Blood glucose; 7.54615; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
1503; 2020-11-11 10:38:08; Level; requested insulin basal rate; 2; 0; 2; {14A25F4C-E1B1-85C4-1274-9A0D11E09813}; {B5897BBD-1E32-408A-A0D5-C5BFECF447D9}
